 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
 -.1000E+01 -.1000E+01 -.1000E+01 -.1000E+01
