529 529 529 	1 0 2 	3	6	0.010720		220.96		0.011048		214.39	1184287112
529 529 23 23 	1 0 3 2 	4	6	0.011609		204.03		0.011907		198.92	1184287112
529 12167 23 	1 0 2 	3	6	0.011872		199.51		0.012162		194.75	1184287112
529 279841 	1 0 	2	-1	0.011430		207.22		0.138887		 17.05	1184287112
529 529 23 23 	1 3 0 2 	4	6	0.011817		200.44		0.011941		198.36	1184287112
529 529 23 23 	1 3 2 0 	4	6	0.011895		199.12		0.012014		197.16	1184287112
12167 529 23 	1 0 2 	3	6	0.011724		202.03		0.011839		200.07	1184287112
529 23 529 23 	2 0 3 1 	4	6	0.011663		203.08		0.011787		200.95	1184287112
529 23 529 23 	2 1 0 3 	4	6	0.011837		200.10		0.011955		198.13	1184287112
529 23 529 23 	2 1 3 0 	4	6	0.011928		198.57		0.012046		196.62	1184287112
12167 12167 	1 0 	2	-1	0.011501		205.95		0.011585		204.45	1184287112
529 23 12167 	2 1 0 	3	6	0.011944		198.31		0.012062		196.36	1184287112
279841 529 	1 0 	2	-1	0.010985		215.62		0.011071		213.94	1184287112
529 23 23 529 	3 0 2 1 	4	6	0.011677		202.84		0.011792		200.86	1184287112
529 23 23 529 	3 1 0 2 	4	6	0.011932		198.51		0.012049		196.57	1184287112
529 529 529 	2 1 0 	3	6	0.011744		201.69		0.011860		199.71	1184287112
12167 23 529 	2 1 0 	3	6	0.011994		197.48		0.012111		195.56	1184287112
529 23 23 529 	3 2 1 0 	4	6	0.011937		198.42		0.012052		196.53	1184287112
77 529 3174 	1 0 2 	3	6	0.009451		218.87		0.009569		216.17	1034292336
77 529 46 69 	1 0 3 2 	4	6	0.010234		202.13		0.010356		199.75	1034292336
77 24334 69 	1 0 2 	3	6	0.009242		223.84		0.009360		220.99	1034292336
77 1679046 	1 0 	2	-1	0.010012		206.62		0.010098		204.86	1034292336
77 529 46 69 	1 3 0 2 	4	6	0.010489		197.22		0.010607		195.02	1034292336
77 529 46 69 	1 3 2 0 	4	6	0.010608		195.00		0.010724		192.89	1034292336
1771 1058 69 	1 0 2 	3	6	0.009349		221.27		0.009467		218.51	1034292336
77 23 1058 69 	2 0 3 1 	4	6	0.009903		208.88		0.010022		206.40	1034292336
77 23 1058 69 	2 1 0 3 	4	6	0.009937		208.17		0.010055		205.72	1034292336
77 23 1058 69 	2 1 3 0 	4	6	0.010238		202.05		0.010356		199.75	1034292336
1771 73002 	1 0 	2	-1	0.010155		203.69		0.010244		201.93	1034292336
77 23 73002 	2 1 0 	3	6	0.010246		201.89		0.010364		199.59	1034292336
40733 46 69 	1 0 2 	3	6	0.009948		207.95		0.010074		205.35	1034292336
1771 23 46 69 	2 0 3 1 	4	6	0.009902		208.92		0.010019		206.46	1034292336
77 23 23 46 69 	3 0 2 1 4 	5	6	0.010351		199.84		0.010470		197.57	1034292336
77 23 23 46 69 	3 0 2 4 1 	5	6	0.010338		200.10		0.010457		197.82	1034292336
77 529 46 69 	2 0 3 1 	4	6	0.011097		186.40		0.011212		184.50	1034292336
77 23 23 46 69 	3 0 4 2 1 	5	6	0.010240		202.01		0.010360		199.67	1034292336
77 23 23 46 69 	3 1 0 2 4 	5	6	0.010227		202.26		0.010343		199.99	1034292336
77 23 23 46 69 	3 1 0 4 2 	5	6	0.010284		201.14		0.010403		198.85	1034292336
77 529 46 69 	2 1 0 3 	4	6	0.011199		184.71		0.011317		182.78	1034292336
77 529 46 69 	2 1 3 0 	4	6	0.011251		183.86		0.011371		181.92	1034292336
77 23 23 46 69 	3 1 4 0 2 	5	6	0.010883		190.07		0.011000		188.05	1034292336
77 23 23 46 69 	3 1 4 2 0 	5	6	0.010789		191.72		0.010908		189.64	1034292336
1771 23 46 69 	2 1 0 3 	4	6	0.010241		201.99		0.010358		199.71	1034292336
77 23 23 46 69 	3 2 0 4 1 	5	6	0.010246		201.89		0.010364		199.59	1034292336
77 23 23 46 69 	3 2 1 0 4 	5	6	0.010181		203.17		0.010297		200.90	1034292336
77 23 23 46 69 	3 2 1 4 0 	5	6	0.010901		189.77		0.011019		187.73	1034292336
1771 23 46 69 	2 1 3 0 	4	6	0.010895		189.87		0.011016		187.77	1034292336
77 23 23 46 69 	3 2 4 1 0 	5	6	0.010903		189.73		0.011020		187.70	1034292336
40733 3174 	1 0 	2	-1	0.009773		211.67		0.009858		209.85	1034292336
77 23 23 3174 	3 0 2 1 	4	6	0.010038		206.07		0.010158		203.64	1034292336
77 23 23 3174 	3 1 0 2 	4	6	0.010173		203.34		0.010293		200.96	1034292336
77 529 3174 	2 1 0 	3	6	0.010189		203.02		0.010306		200.71	1034292336
1771 23 3174 	2 1 0 	3	6	0.010422		198.49		0.010540		196.27	1034292336
77 23 23 3174 	3 2 1 0 	4	6	0.010162		203.57		0.010276		201.31	1034292336
1873718 69 	1 0 	2	-1	0.010635		194.50		0.010720		192.96	1034292336
1771 23 46 69 	3 0 2 1 	4	6	0.010364		199.59		0.010483		197.34	1034292336
77 23 23 46 69 	4 0 2 1 3 	5	6	0.010794		191.64		0.010911		189.58	1034292336
77 23 1058 69 	3 0 2 1 	4	6	0.010490		197.19		0.010605		195.06	1034292336
77 529 46 69 	3 0 2 1 	4	6	0.010866		190.38		0.010985		188.31	1034292336
77 23 23 46 69 	4 0 3 2 1 	5	6	0.010635		194.51		0.010755		192.34	1034292336
77 23 1058 69 	3 1 0 2 	4	6	0.010350		199.86		0.010467		197.63	1034292336
77 23 23 46 69 	4 1 0 3 2 	5	6	0.010663		194.00		0.010781		191.87	1034292336
77 529 46 69 	3 1 0 2 	4	6	0.011087		186.58		0.011204		184.63	1034292336
77 24334 69 	2 1 0 	3	6	0.010987		188.28		0.011105		186.27	1034292336
77 23 23 46 69 	4 1 3 0 2 	5	6	0.011259		183.72		0.011376		181.83	1034292336
77 23 23 46 69 	4 1 3 2 0 	5	6	0.011192		184.82		0.011310		182.89	1034292336
1771 23 46 69 	3 1 0 2 	4	6	0.011162		185.32		0.011279		183.41	1034292336
77 23 23 46 69 	4 2 0 3 1 	5	6	0.010556		195.96		0.010672		193.83	1034292336
77 23 23 46 69 	4 2 1 0 3 	5	6	0.010703		193.27		0.010820		191.17	1034292336
77 23 23 46 69 	4 2 1 3 0 	5	6	0.010833		190.96		0.010950		188.91	1034292336
1771 1058 69 	2 1 0 	3	6	0.010688		193.55		0.010801		191.52	1034292336
77 23 1058 69 	3 2 1 0 	4	6	0.011039		187.39		0.011150		185.52	1034292336
40733 46 69 	2 1 0 	3	6	0.011095		186.44		0.011211		184.51	1034292336
77 23 23 46 69 	4 3 0 2 1 	5	6	0.010604		195.07		0.010722		192.92	1034292336
77 23 23 46 69 	4 3 1 0 2 	5	6	0.010886		190.02		0.011004		187.98	1034292336
77 529 46 69 	3 2 1 0 	4	6	0.010811		191.34		0.010931		189.25	1034292336
1771 23 46 69 	3 2 1 0 	4	6	0.011278		183.41		0.011394		181.55	1034292336
77 23 23 46 69 	4 3 2 1 0 	5	6	0.010853		190.59		0.010972		188.54	1034292336
69 46 40733 	1 0 2 	3	6	0.010782		191.85		0.010900		189.78	1034292336
69 46 529 11 7 	1 0 2 4 3 	5	6	0.010157		203.67		0.010274		201.34	1034292336
69 46 23 23 11 7 	1 0 2 4 3 5 	6	6	0.010175		203.30		0.010294		200.94	1034292336
69 46 23 23 77 	1 0 2 4 3 	5	6	0.010121		204.39		0.010238		202.05	1034292336
69 46 23 253 7 	1 0 2 4 3 	5	6	0.010164		203.51		0.010282		201.18	1034292336
69 46 23 23 11 7 	1 0 2 5 4 3 	6	6	0.010109		204.63		0.010228		202.25	1034292336
69 46 23 23 77 	1 0 3 2 4 	5	6	0.010115		204.51		0.010233		202.16	1034292336
69 46 23 23 11 7 	1 0 3 2 5 4 	6	6	0.010111		204.60		0.010227		202.26	1034292336
69 46 23 253 7 	1 0 3 2 4 	5	6	0.010107		204.67		0.010222		202.37	1034292336
69 46 23 1771 	1 0 3 2 	4	6	0.010098		204.85		0.010218		202.45	1034292336
69 46 23 23 11 7 	1 0 3 5 2 4 	6	6	0.010098		204.86		0.010214		202.51	1034292336
69 46 23 23 11 7 	1 0 3 5 4 2 	6	6	0.010114		204.52		0.010235		202.11	1034292336
69 46 529 11 7 	1 0 3 2 4 	5	6	0.010183		203.14		0.010300		200.83	1034292336
69 46 23 23 11 7 	1 0 4 2 5 3 	6	6	0.010064		205.55		0.010182		203.16	1034292336
69 46 23 23 11 7 	1 0 4 3 2 5 	6	6	0.010077		205.28		0.010191		202.97	1034292336
69 46 23 23 11 7 	1 0 4 3 5 2 	6	6	0.010049		205.85		0.010167		203.46	1034292336
69 46 529 77 	1 0 3 2 	4	6	0.011798		175.33		0.011916		173.60	1034292336
69 46 23 23 77 	1 0 4 3 2 	5	6	0.010057		205.69		0.010168		203.44	1034292336
69 46 5819 7 	1 0 3 2 	4	6	0.010123		204.35		0.010238		202.05	1034292336
69 46 23 23 11 7 	1 0 5 2 4 3 	6	6	0.010067		205.47		0.010186		203.08	1034292336
69 46 23 23 11 7 	1 0 5 3 2 4 	6	6	0.010069		205.44		0.010185		203.11	1034292336
69 46 23 253 7 	1 0 4 3 2 	5	6	0.010081		205.21		0.010195		202.91	1034292336
69 46 529 11 7 	1 0 4 3 2 	5	6	0.009941		208.08		0.010070		205.41	1034292336
69 46 23 23 11 7 	1 0 5 4 3 2 	6	6	0.010046		205.91		0.010163		203.54	1034292336
69 1058 1771 	1 0 2 	3	6	0.009652		214.32		0.009770		211.74	1034292336
69 1058 23 11 7 	1 0 2 4 3 	5	6	0.009872		209.54		0.009989		207.09	1034292336
69 1058 23 11 7 	1 0 3 2 4 	5	6	0.009790		211.30		0.009909		208.76	1034292336
69 1058 23 77 	1 0 3 2 	4	6	0.009843		210.17		0.009961		207.67	1034292336
69 1058 253 7 	1 0 3 2 	4	6	0.009786		211.39		0.009901		208.94	1034292336
69 1058 23 11 7 	1 0 4 3 2 	5	6	0.009821		210.64		0.009938		208.15	1034292336
69 24334 77 	1 0 2 	3	6	0.009560		216.37		0.009677		213.76	1034292336
69 24334 11 7 	1 0 3 2 	4	6	0.009623		214.97		0.009742		212.33	1034292336
69 267674 7 	1 0 2 	3	6	0.009408		219.87		0.009527		217.13	1034292336
69 1873718 	1 0 	2	-1	0.010441		198.12		0.010528		196.48	1034292336
69 24334 11 7 	1 3 0 2 	4	6	0.009798		211.13		0.009913		208.68	1034292336
69 24334 11 7 	1 3 2 0 	4	6	0.009911		208.71		0.010031		206.21	1034292336
69 1058 23 11 7 	1 3 0 2 4 	5	6	0.010083		205.16		0.010200		202.79	1034292336
69 1058 23 11 7 	1 3 0 4 2 	5	6	0.010072		205.37		0.010188		203.04	1034292336
69 1058 23 11 7 	1 3 2 0 4 	5	6	0.010073		205.36		0.010190		203.00	1034292336
69 1058 23 11 7 	1 3 2 4 0 	5	6	0.010153		203.74		0.010290		201.02	1034292336
69 1058 23 77 	1 3 0 2 	4	6	0.010198		202.85		0.010315		200.54	1034292336
69 1058 23 77 	1 3 2 0 	4	6	0.010214		202.53		0.010332		200.21	1034292336
69 1058 253 7 	1 3 0 2 	4	6	0.009627		214.87		0.009747		212.23	1034292336
69 1058 23 11 7 	1 4 0 3 2 	5	6	0.010068		205.47		0.010184		203.11	1034292336
69 1058 23 11 7 	1 4 2 0 3 	5	6	0.010189		203.03		0.010308		200.68	1034292336
69 1058 253 7 	1 3 2 0 	4	6	0.009458		218.72		0.009575		216.05	1034292336
69 1058 23 11 7 	1 4 3 0 2 	5	6	0.010206		202.69		0.010321		200.42	1034292336
69 1058 23 11 7 	1 4 3 2 0 	5	6	0.010171		203.38		0.010288		201.06	1034292336
69 46 23 23 77 	1 3 0 2 4 	5	6	0.010051		205.82		0.010184		203.12	1034292336
69 46 23 23 11 7 	1 3 0 2 5 4 	6	6	0.010093		204.95		0.010212		202.56	1034292336
69 46 23 23 11 7 	1 3 0 4 2 5 	6	6	0.010095		204.90		0.010212		202.56	1034292336
69 46 23 23 77 	1 3 0 4 2 	5	6	0.010175		203.31		0.010289		201.04	1034292336
69 46 23 23 11 7 	1 3 0 5 2 4 	6	6	0.010259		201.64		0.010377		199.35	1034292336
69 46 23 23 11 7 	1 3 0 5 4 2 	6	6	0.010163		203.55		0.010281		201.21	1034292336
69 46 23 23 77 	1 3 2 0 4 	5	6	0.010124		204.33		0.010242		201.97	1034292336
69 46 23 23 11 7 	1 3 2 0 5 4 	6	6	0.010105		204.70		0.010223		202.35	1034292336
69 46 23 23 11 7 	1 3 2 4 0 5 	6	6	0.010252		201.78		0.010370		199.47	1034292336
69 46 23 23 77 	1 3 2 4 0 	5	6	0.010380		199.28		0.010497		197.06	1034292336
69 46 23 23 11 7 	1 3 2 5 0 4 	6	6	0.010491		197.17		0.010609		194.98	1034292336
69 46 23 23 11 7 	1 3 2 5 4 0 	6	6	0.010380		199.29		0.010493		197.13	1034292336
69 46 23 253 7 	1 3 0 2 4 	5	6	0.010651		194.21		0.010767		192.12	1034292336
69 46 23 253 7 	1 3 0 4 2 	5	6	0.010685		193.59		0.010803		191.49	1034292336
69 46 23 253 7 	1 3 2 0 4 	5	6	0.010661		194.04		0.010779		191.91	1034292336
69 46 23 253 7 	1 3 2 4 0 	5	6	0.010702		193.28		0.010819		191.19	1034292336
69 46 23 1771 	1 3 0 2 	4	6	0.010798		191.58		0.010915		189.52	1034292336
69 46 23 1771 	1 3 2 0 	4	6	0.010752		192.38		0.010867		190.36	1034292336
69 46 23 23 11 7 	1 3 5 0 2 4 	6	6	0.010697		193.38		0.010813		191.30	1034292336
69 46 23 23 11 7 	1 3 5 0 4 2 	6	6	0.010634		194.53		0.010748		192.47	1034292336
69 46 23 23 11 7 	1 3 5 2 0 4 	6	6	0.010819		191.21		0.010937		189.13	1034292336
69 46 23 23 11 7 	1 3 5 2 4 0 	6	6	0.010788		191.75		0.010907		189.66	1034292336
69 46 23 23 11 7 	1 3 5 4 0 2 	6	6	0.010817		191.24		0.010935		189.17	1034292336
69 46 23 23 11 7 	1 3 5 4 2 0 	6	6	0.010747		192.48		0.010864		190.41	1034292336
69 46 529 11 7 	1 3 0 2 4 	5	6	0.010341		200.04		0.010456		197.84	1034292336
69 46 23 23 11 7 	1 4 0 2 5 3 	6	6	0.010217		202.46		0.010335		200.15	1034292336
69 46 23 23 11 7 	1 4 0 3 2 5 	6	6	0.010220		202.40		0.010336		200.13	1034292336
69 46 23 23 11 7 	1 4 0 3 5 2 	6	6	0.010226		202.29		0.010343		200.00	1034292336
69 46 529 11 7 	1 3 0 4 2 	5	6	0.010231		202.18		0.010349		199.89	1034292336
69 46 23 23 11 7 	1 4 0 5 3 2 	6	6	0.010241		201.99		0.010356		199.74	1034292336
69 46 23 23 11 7 	1 4 2 0 3 5 	6	6	0.010775		191.98		0.010894		189.88	1034292336
69 46 23 23 11 7 	1 4 2 0 5 3 	6	6	0.010788		191.75		0.010906		189.67	1034292336
69 46 529 11 7 	1 3 2 0 4 	5	6	0.010017		206.51		0.010132		204.16	1034292336
69 46 529 11 7 	1 3 2 4 0 	5	6	0.009985		207.17		0.010103		204.75	1034292336
69 46 23 23 11 7 	1 4 2 5 0 3 	6	6	0.010854		190.59		0.010970		188.57	1034292336
69 46 23 23 11 7 	1 4 2 5 3 0 	6	6	0.010759		192.26		0.010876		190.20	1034292336
