P12/m1
10
3
  -1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000   1.00000000   0.00000000   0.00000000
   0.00000000   0.00000000  -1.00000000   0.00000000
  -1.00000000  -0.00000000  -0.00000000   0.00000000
  -0.00000000  -1.00000000  -0.00000000   0.00000000
  -0.00000000  -0.00000000  -1.00000000   0.00000000
   1.00000000  -0.00000000  -0.00000000   0.00000000
  -0.00000000  -1.00000000  -0.00000000   0.00000000
  -0.00000000  -0.00000000   1.00000000   0.00000000
P4bm
100
7
   0.00000000  -1.00000000   0.00000000   0.00000000
   1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.00000000
  -1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000  -1.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.00000000
   0.00000000   1.00000000   0.00000000   0.00000000
  -1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.00000000
  -1.00000000   0.00000000   0.00000000   0.50000000
   0.00000000   1.00000000   0.00000000   0.50000000
   0.00000000   0.00000000   1.00000000   0.00000000
   1.00000000   0.00000000   0.00000000   0.50000000
   0.00000000  -1.00000000   0.00000000   0.50000000
   0.00000000   0.00000000   1.00000000   0.00000000
   0.00000000  -1.00000000   0.00000000   0.50000000
  -1.00000000   0.00000000   0.00000000   0.50000000
   0.00000000   0.00000000   1.00000000   0.00000000
   0.00000000   1.00000000   0.00000000   0.50000000
   1.00000000   0.00000000   0.00000000   0.50000000
   0.00000000   0.00000000   1.00000000   0.00000000
P42cm
101
7
   0.00000000  -1.00000000   0.00000000   0.00000000
   1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.50000000
  -1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000  -1.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.00000000
   0.00000000   1.00000000   0.00000000   0.00000000
  -1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.50000000
  -1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000   1.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.50000000
   1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000  -1.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.50000000
   0.00000000  -1.00000000   0.00000000   0.00000000
  -1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.00000000
   0.00000000   1.00000000   0.00000000   0.00000000
   1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.00000000
P42nm
102
7
   0.00000000  -1.00000000   0.00000000   0.50000000
   1.00000000   0.00000000   0.00000000   0.50000000
   0.00000000   0.00000000   1.00000000   0.50000000
  -1.00000000   0.00000000   0.00000000   0.00000000
   0.00000000  -1.00000000   0.00000000   0.00000000
   0.00000000   0.00000000   1.00000000   0.00000000
   0.00000000   1.00000000   0.00000000   0.50000000
  -1.00000000   0.00000000   0.00000000   0.50000000
   0.00000000   0.00000000   1.00000000   0.50000000
  -1.00000000   0.00000000   0.00000000   0.50000000
